epoch,running_loss,running_acc,loss,acc,val_loss,val_acc
0,1.5054024457931519,0.45499998331069946,1.7162724733352661,0.3687799870967865,1.452946662902832,0.4616999924182892
1,1.3807895183563232,0.5037499666213989,1.4461113214492798,0.4767400026321411,1.3231709003448486,0.5254999995231628
2,1.2767882347106934,0.5418750047683716,1.3019946813583374,0.532539963722229,1.1951977014541626,0.5717999935150146
3,1.1904083490371704,0.5774999856948853,1.1946449279785156,0.5759400129318237,1.1103107929229736,0.6064000129699707
4,1.108383059501648,0.606249988079071,1.1123192310333252,0.6026399731636047,1.036840796470642,0.6362000107765198
5,1.0586762428283691,0.6237499713897705,1.0521538257598877,0.6277799606323242,0.9924631118774414,0.6523999571800232
6,0.9926662445068359,0.6518749594688416,0.9993539452552795,0.6476399898529053,0.945080041885376,0.6700999736785889
7,0.9900758266448975,0.6643750071525574,0.9504190683364868,0.6654999852180481,0.9129691123962402,0.6746000051498413
8,0.9129126667976379,0.684374988079071,0.9182108044624329,0.6771000027656555,0.8839411735534668,0.6940999627113342
9,0.8956499099731445,0.6949999928474426,0.8887590169906616,0.6889599561691284,0.8950977921485901,0.6938999891281128
10,0.9015296101570129,0.6887499690055847,0.858178973197937,0.700939953327179,0.8559214472770691,0.6997999548912048
11,0.8490018844604492,0.7012499570846558,0.8342657685279846,0.7079799771308899,0.9310337901115417,0.6843000054359436
12,0.7480612993240356,0.7306249737739563,0.8141555786132812,0.7169399857521057,0.853049635887146,0.7067999839782715
13,0.7728586196899414,0.7400000095367432,0.7976327538490295,0.7238399982452393,0.817690372467041,0.7210999727249146
14,0.7536507844924927,0.7362499833106995,0.7776540517807007,0.7303999662399292,0.842374324798584,0.7217999696731567
15,0.7589781284332275,0.7462499737739563,0.7665008902549744,0.7333399653434753,0.7991582751274109,0.7358999848365784
16,0.7047843933105469,0.7556250095367432,0.7515777945518494,0.7396999597549438,0.8319188356399536,0.7135999798774719
17,0.7764118909835815,0.734375,0.7418223023414612,0.7431399822235107,0.7822095155715942,0.7328000068664551
18,0.6941921710968018,0.7674999833106995,0.7327125072479248,0.7479400038719177,0.8968780636787415,0.7164999842643738
19,0.6917142271995544,0.768750011920929,0.7247352600097656,0.7516999840736389,0.8654073476791382,0.7268999814987183
