epoch,running_loss,running_acc,loss,acc,val_loss,val_acc
0,1.5174511671066284,0.4034374952316284,1.5004836320877075,0.4079378545284271,1.2884061336517334,0.4936666488647461
1,1.192529320716858,0.5288280844688416,1.1902008056640625,0.5301410555839539,1.3770999908447266,0.4543333351612091
2,1.0843271017074585,0.5764843821525574,1.088075041770935,0.576599657535553,0.9755629897117615,0.6343333125114441
3,1.0227551460266113,0.5997655987739563,1.0113873481750488,0.6060281991958618,0.8897148370742798,0.6606666445732117
4,0.9438313841819763,0.6317968368530273,0.9461075663566589,0.6323214769363403,0.9440877437591553,0.6483333110809326
5,0.9149895310401917,0.647265613079071,0.9190951585769653,0.6465013027191162,0.9322507381439209,0.6470000147819519
6,0.8579508066177368,0.6740624904632568,0.8607718348503113,0.6722958087921143,0.796440601348877,0.6990000009536743
7,0.8258846998214722,0.68359375,0.8196044564247131,0.6852643489837646,0.8000001311302185,0.6949999928474426
8,0.7856597900390625,0.69921875,0.7805538177490234,0.7022231221199036,0.8158634901046753,0.6703333258628845
9,0.7546607851982117,0.7212499976158142,0.7568058371543884,0.7197520136833191,0.6998565196990967,0.7336666584014893
10,0.7345879077911377,0.7239062190055847,0.7281198501586914,0.7258087396621704,0.7362732887268066,0.7179999947547913
11,0.688829243183136,0.7467968463897705,0.6953049302101135,0.7428387999534607,0.6874521970748901,0.7540000081062317
12,0.6664671301841736,0.75453120470047,0.6692659258842468,0.7554510235786438,0.7233736515045166,0.7459999918937683
13,0.6445939540863037,0.7635937333106995,0.6465238928794861,0.7625765800476074,0.5740922093391418,0.7953333258628845
14,0.6476306915283203,0.7607030868530273,0.6490403413772583,0.7599400877952576,0.5955422520637512,0.7899999618530273
15,0.6229727268218994,0.7749218344688416,0.616148054599762,0.7776827216148376,0.5980710387229919,0.7863333225250244
16,0.601962685585022,0.7803906202316284,0.5981370210647583,0.7816730737686157,0.6404114365577698,0.7649999856948853
17,0.5827915072441101,0.7917187213897705,0.5851483345031738,0.7907224893569946,0.706509530544281,0.7279999852180481
18,0.5714898705482483,0.7920312285423279,0.5788576602935791,0.7889410853385925,0.5574589967727661,0.8043333292007446
19,0.5592839121818542,0.7969530820846558,0.559200644493103,0.7963516712188721,0.5775855183601379,0.7870000004768372
