epoch,running_loss,running_acc,loss,acc,val_loss,val_acc
0,1.6031968593597412,0.42624998092651367,1.8146902322769165,0.343639999628067,1.5648889541625977,0.4332999885082245
1,1.3954942226409912,0.5012499690055847,1.491882562637329,0.4690399765968323,1.4161614179611206,0.5033000111579895
2,1.2595494985580444,0.5431249737739563,1.3230981826782227,0.530019998550415,1.2907758951187134,0.5533999800682068
3,1.2060678005218506,0.574999988079071,1.2190675735473633,0.5710799694061279,1.1762760877609253,0.5859000086784363
4,1.1488710641860962,0.6156249642372131,1.130784273147583,0.6035400032997131,1.1376655101776123,0.6100999712944031
5,1.0650031566619873,0.6231249570846558,1.0605676174163818,0.6307799816131592,1.0127614736557007,0.6477000117301941
6,0.9801641702651978,0.6581249833106995,1.0034310817718506,0.6520599722862244,0.9498326778411865,0.6703999638557434
7,0.9671078324317932,0.6587499976158142,0.953563928604126,0.6681599617004395,0.9881541132926941,0.6574000120162964
8,0.9249767065048218,0.668749988079071,0.9101672768592834,0.6835599541664124,0.9032313823699951,0.6800999641418457
9,0.8386315703392029,0.70374995470047,0.8762267827987671,0.6956599950790405,0.9923232197761536,0.6780999898910522
10,0.8642332553863525,0.7012499570846558,0.8479374051094055,0.7054600119590759,0.9434590935707092,0.673799991607666
11,0.823276937007904,0.7287499904632568,0.8215484619140625,0.7157399654388428,0.8652512431144714,0.7196999788284302
12,0.798412561416626,0.7262499928474426,0.7957714200019836,0.7270399928092957,0.8660065531730652,0.7150999903678894
13,0.7883830070495605,0.7256249785423279,0.7785994410514832,0.7310199737548828,0.8207351565361023,0.7191999554634094
14,0.7920562624931335,0.7256249785423279,0.7554805874824524,0.7414599657058716,0.9015722870826721,0.7132999897003174
15,0.7514749765396118,0.7456249594688416,0.7432317733764648,0.7444999814033508,0.7820510864257812,0.7443000078201294
16,0.739920437335968,0.75062495470047,0.7315950393676758,0.7504199743270874,0.7445824146270752,0.7506999969482422
17,0.6887760162353516,0.7893750071525574,0.7153047919273376,0.7548999786376953,0.9159181118011475,0.7164999842643738
18,0.699187695980072,0.7562499642372131,0.7068920135498047,0.7586399912834167,0.8280449509620667,0.7263999581336975
19,0.7218056917190552,0.7556250095367432,0.6981338858604431,0.76173996925354,0.7877194285392761,0.7443999648094177
