epoch,running_loss,running_acc,loss,acc,val_loss,val_acc
0,1.7048890590667725,0.39249998331069946,1.8587738275527954,0.3287000060081482,1.7078588008880615,0.39659997820854187
1,1.5175209045410156,0.4518750011920929,1.604276180267334,0.4308599829673767,1.4685628414154053,0.47689998149871826
2,1.369965672492981,0.5174999833106995,1.4811705350875854,0.4777999818325043,1.3822788000106812,0.511900007724762
3,1.359771490097046,0.5324999690055847,1.3969697952270508,0.5115599632263184,1.3571157455444336,0.5293999910354614
4,1.3297094106674194,0.5274999737739563,1.3425976037979126,0.5283799767494202,1.2591931819915771,0.5633000135421753
5,1.2536835670471191,0.559374988079071,1.2950916290283203,0.5469399690628052,1.2093015909194946,0.58160001039505
6,1.2674000263214111,0.5581249594688416,1.2519365549087524,0.5639599561691284,1.1622979640960693,0.5924999713897705
7,1.2319350242614746,0.5637499690055847,1.2178444862365723,0.5760200023651123,1.1631888151168823,0.6019999980926514
8,1.18181312084198,0.5949999690055847,1.1901806592941284,0.5861200094223022,1.1481835842132568,0.601099967956543
9,1.1402298212051392,0.6056249737739563,1.1610252857208252,0.5964800119400024,1.1153154373168945,0.6107000112533569
10,1.158252239227295,0.5818749666213989,1.139552354812622,0.602679967880249,1.1167820692062378,0.6146999597549438
11,1.0822731256484985,0.6100000143051147,1.114320158958435,0.6126199960708618,1.0702658891677856,0.6319999694824219
12,1.0875498056411743,0.6150000095367432,1.0974860191345215,0.6190599799156189,1.0853618383407593,0.6274999976158142
13,1.0530807971954346,0.6418749690055847,1.0782157182693481,0.6260199546813965,1.046486496925354,0.6412000060081482
14,1.0223233699798584,0.6456249952316284,1.0601341724395752,0.632099986076355,1.0295904874801636,0.6441999673843384
15,1.0266984701156616,0.6487500071525574,1.042158603668213,0.6398800015449524,1.0629388093948364,0.6402999758720398
16,1.006858229637146,0.6481249928474426,1.0296882390975952,0.6443600058555603,1.0023081302642822,0.6554999947547913
17,1.0625256299972534,0.6412500143051147,1.020593523979187,0.6480199694633484,1.029741883277893,0.648099958896637
18,0.9950821399688721,0.6674999594688416,1.002986192703247,0.6518200039863586,0.9891820549964905,0.6644999980926514
19,1.00665283203125,0.6612499952316284,0.9929962158203125,0.6572799682617188,0.9918758869171143,0.6651999950408936
