epoch,running_loss,running_acc,loss,acc,val_loss,val_acc
0,0.6501089930534363,0.8018749952316284,1.1258463859558105,0.6295098066329956,0.6424997448921204,0.8027811646461487
1,0.5140934586524963,0.8531249761581421,0.5616271495819092,0.8279345035552979,0.48428407311439514,0.8506453633308411
2,0.4416762888431549,0.8831250071525574,0.45021674036979675,0.8636444211006165,0.4212803542613983,0.8748847246170044
3,0.3863909840583801,0.8856250047683716,0.4021618366241455,0.8797657489776611,0.37179863452911377,0.8961278200149536
4,0.3428230881690979,0.8893749713897705,0.37600213289260864,0.8880379796028137,0.35375702381134033,0.8947064876556396
5,0.3206580579280853,0.9049999713897705,0.3580423891544342,0.8944947123527527,0.3532660901546478,0.9010448455810547
6,0.27404555678367615,0.92249995470047,0.3475933074951172,0.8980302214622498,0.4292505085468292,0.8764597177505493
7,0.333175927400589,0.9137499928474426,0.34390056133270264,0.8992041349411011,0.35440847277641296,0.9045789837837219
8,0.35360831022262573,0.8981249928474426,0.3340260088443756,0.9025894999504089,0.3471226394176483,0.9003918170928955
9,0.3523003160953522,0.8968749642372131,0.33184167742729187,0.905073881149292,0.3141685724258423,0.9144130349159241
10,0.3138056695461273,0.9024999737739563,0.3280003070831299,0.9054151773452759,0.36846792697906494,0.9025430083274841
11,0.3427388668060303,0.903124988079071,0.32635757327079773,0.9062888026237488,0.3580392003059387,0.9102258682250977
12,0.3332187533378601,0.90687495470047,0.3244209885597229,0.9073808193206787,0.4060337543487549,0.8823370933532715
13,0.31605732440948486,0.8993749618530273,0.3249954283237457,0.9072033762931824,0.47240230441093445,0.9026198387145996
14,0.2757760286331177,0.9268749952316284,0.32247668504714966,0.9093465209007263,0.4118984043598175,0.9045405387878418
15,0.30182480812072754,0.9249999523162842,0.3178101181983948,0.9107934832572937,0.381696492433548,0.9110709428787231
16,0.26653048396110535,0.9274999499320984,0.31632694602012634,0.9106433391571045,0.3482661843299866,0.9035418033599854
17,0.32789871096611023,0.9056249856948853,0.31997552514076233,0.9106433391571045,0.36164310574531555,0.903157651424408
18,0.31636038422584534,0.9043749570846558,0.3179943561553955,0.9086912870407104,0.3007548451423645,0.9246311783790588
19,0.33182215690612793,0.9093749523162842,0.3160964250564575,0.9113258719444275,0.32607564330101013,0.9144130349159241
