epoch,running_loss,running_acc,loss,acc,val_loss,val_acc
0,1.5255558490753174,0.4468749761581421,1.730544924736023,0.367279976606369,1.47765052318573,0.4803999960422516
1,1.3414770364761353,0.5224999785423279,1.404495120048523,0.49365997314453125,1.2590886354446411,0.5504999756813049
2,1.1862715482711792,0.5831249952316284,1.2483075857162476,0.5539399981498718,1.3035972118377686,0.5565999746322632
3,1.1118615865707397,0.6168749928474426,1.1458059549331665,0.5905599594116211,1.086776852607727,0.6100000143051147
4,0.9968346953392029,0.65625,1.0586644411087036,0.6261399984359741,1.063387155532837,0.6256999969482422
5,0.9918040037155151,0.6543749570846558,0.9891270995140076,0.6509400010108948,0.9584177136421204,0.6640999913215637
6,0.9278797507286072,0.6837499737739563,0.9379103183746338,0.6718599796295166,0.9068159461021423,0.6886999607086182
7,0.8807381391525269,0.6868749856948853,0.8962034583091736,0.6865599751472473,0.9566783905029297,0.6744999885559082
8,0.8695001602172852,0.7056249976158142,0.8577354550361633,0.7023400068283081,0.8639842867851257,0.7084999680519104
9,0.774921178817749,0.7143749594688416,0.8295385241508484,0.7092799544334412,0.832520604133606,0.7098999619483948
10,0.781369149684906,0.7318750023841858,0.8045853972434998,0.7206000089645386,0.9045577645301819,0.7008999586105347
11,0.7973198294639587,0.7231249809265137,0.7791871428489685,0.7307999730110168,0.8287665247917175,0.7271999716758728
12,0.7504940629005432,0.7456249594688416,0.7654876112937927,0.7377199530601501,0.8837980031967163,0.7202000021934509
13,0.7330484390258789,0.7549999952316284,0.7495193481445312,0.7430999875068665,0.9693947434425354,0.7069000005722046
14,0.7227457165718079,0.7599999904632568,0.7305208444595337,0.7501399517059326,0.8181273937225342,0.7231999635696411
15,0.7562797665596008,0.7412499785423279,0.7296622395515442,0.7513399720191956,0.8876513242721558,0.7275999784469604
16,0.7165977358818054,0.7668749690055847,0.7207300662994385,0.7549999952316284,0.7635275721549988,0.7360999584197998
17,0.6858498454093933,0.7631250023841858,0.709165632724762,0.7584799528121948,0.8824104070663452,0.7340999841690063
18,0.692108690738678,0.7612499594688416,0.7014082074165344,0.7616599798202515,0.7947295904159546,0.7311999797821045
19,0.6998332142829895,0.7712500095367432,0.693428635597229,0.7641400098800659,0.80538409948349,0.7439999580383301
