epoch,running_loss,running_acc,loss,acc,val_loss,val_acc
0,1.6178311109542847,0.4099999964237213,1.8048217296600342,0.34529998898506165,1.5327446460723877,0.45159998536109924
1,1.393629550933838,0.5099999904632568,1.466148018836975,0.47849997878074646,1.335585355758667,0.5281999707221985
2,1.2373121976852417,0.559374988079071,1.2985399961471558,0.5406799912452698,1.1684426069259644,0.583899974822998
3,1.1427571773529053,0.5999999642372131,1.1898815631866455,0.5831999778747559,1.0963947772979736,0.6121000051498413
4,1.1248890161514282,0.6068750023841858,1.110377550125122,0.6103000044822693,1.0565913915634155,0.6293999552726746
5,1.0267069339752197,0.6418749690055847,1.0457501411437988,0.6355999708175659,0.9945271015167236,0.65829998254776
6,1.0205961465835571,0.6468749642372131,0.9934288263320923,0.6530799865722656,0.9331029057502747,0.6741999983787537
7,0.9254821538925171,0.6725000143051147,0.9465047717094421,0.670699954032898,1.0370913743972778,0.6495999693870544
8,0.9290595054626465,0.684374988079071,0.9137178659439087,0.6839399933815002,0.9813311100006104,0.6599999666213989
9,0.8799008727073669,0.7018749713897705,0.8784540295600891,0.6973599791526794,0.9245843887329102,0.6840999722480774
10,0.8887656927108765,0.699999988079071,0.8507677316665649,0.704759955406189,0.9295777678489685,0.6862999796867371
11,0.7741039395332336,0.73499995470047,0.8280729055404663,0.7132399678230286,0.8516317009925842,0.7121999859809875
12,0.7686007022857666,0.7268750071525574,0.8084800243377686,0.721019983291626,0.8797866702079773,0.7085999846458435
13,0.8248286843299866,0.7256249785423279,0.7940279245376587,0.7266199588775635,0.8366648554801941,0.7141000032424927
14,0.7759121656417847,0.73499995470047,0.7818740010261536,0.7318399548530579,0.7970321774482727,0.7407000064849854
15,0.8063439726829529,0.71875,0.7621966600418091,0.7384600043296814,0.8906259536743164,0.7103999853134155
16,0.7155239582061768,0.7425000071525574,0.7475878596305847,0.7441200017929077,1.0379821062088013,0.6879000067710876
17,0.7394309639930725,0.7481249570846558,0.7391973733901978,0.746679961681366,0.8363516926765442,0.738099992275238
18,0.6968207955360413,0.768750011920929,0.7279782891273499,0.7536399960517883,0.8875154852867126,0.7038999795913696
19,0.7162964344024658,0.7631250023841858,0.7209979295730591,0.7543799877166748,0.7499717473983765,0.7533999681472778
